"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GLG1.1",1.58482712646949e-186,0.375897489962599,0.541,0.093,3.46348120218642e-182,"Neuron","GLG1"
"TGOLN2.4",1.73413302020102e-186,0.259117986614757,0.603,0.111,3.7897743023473e-182,"Neuron","TGOLN2"
"DENND4A",1.8527803905736e-186,0.390220657479485,0.373,0.047,4.04906626555954e-182,"Neuron","DENND4A"
"TMEM192.1",1.96432842352993e-186,0.616761756118377,0.353,0.043,4.2928433367823e-182,"Neuron","TMEM192"
"DNASE1.1",2.79801803390575e-186,0.67597921966865,0.426,0.061,6.11478861129762e-182,"Neuron","DNASE1"
"PLEKHM1P1.1",3.02580199338785e-186,0.59570015909155,0.311,0.033,6.6125876763498e-182,"Neuron","PLEKHM1P1"
"FBXW4",3.11940058833421e-186,0.472702839637686,0.305,0.032,6.81713804574559e-182,"Neuron","FBXW4"
"KPNA6",4.33446941391832e-186,0.288883369995073,0.528,0.089,9.4725494571771e-182,"Neuron","KPNA6"
"NORAD.2",8.9704472182134e-186,0.337274921627499,0.528,0.089,1.96040153506836e-181,"Neuron","NORAD"
"NDUFA7",1.00614457906809e-185,0.464470103475515,0.318,0.035,2.19882836309541e-181,"Neuron","NDUFA7"
"VIL1",1.21724408574263e-185,0.341291146743984,0.166,0.008,2.66016522498194e-181,"Neuron","VIL1"
"EDIL3.1",2.32782685296843e-185,0.378308753300708,0.298,0.03,5.0872328044772e-181,"Neuron","EDIL3"
"PNMA2.1",2.5251569347385e-185,0.426560348283309,0.34,0.039,5.51847796517751e-181,"Neuron","PNMA2"
"CMC2.1",3.0934218008658e-185,0.420585962453032,0.389,0.051,6.76036400361212e-181,"Neuron","CMC2"
"TACC1",3.23015493067728e-185,0.421293377470348,0.355,0.043,7.05918058550214e-181,"Neuron","TACC1"
"TMEM74B",3.56479860878161e-185,0.300379734551706,0.19,0.011,7.79051087963132e-181,"Neuron","TMEM74B"
"SYNRG",3.64516953969779e-185,0.374686330644388,0.373,0.047,7.96615351205556e-181,"Neuron","SYNRG"
"SELENOK.3",4.32117837055273e-185,0.280813834151172,0.512,0.084,9.44350321100595e-181,"Neuron","SELENOK"
"EPB41L4B",6.2179663142042e-185,0.348429001050769,0.305,0.032,1.35887435830619e-180,"Neuron","EPB41L4B"
"EIF3H.3",8.98291293153856e-185,0.316498334982202,0.6,0.11,1.96312579205844e-180,"Neuron","EIF3H"
"HSPA9.1",1.29035910796047e-184,0.303435961163752,0.517,0.087,2.81995079453682e-180,"Neuron","HSPA9"
"VEGFB",1.39667935247742e-184,0.313520567564082,0.424,0.06,3.05230305690416e-180,"Neuron","VEGFB"
"PGAP6",1.42285233512803e-184,0.355807829393708,0.289,0.029,3.10950149318879e-180,"Neuron","PGAP6"
"ALDH6A1.2",1.72574530846055e-184,0.621418663852728,0.483,0.078,3.7714437971097e-180,"Neuron","ALDH6A1"
"TRAF7",1.94222488317975e-184,0.468605630063677,0.289,0.029,4.24453825970103e-180,"Neuron","TRAF7"
"RPS19BP1",2.15396939240807e-184,0.28785464300235,0.419,0.059,4.70728471016859e-180,"Neuron","RPS19BP1"
"TUFM",2.61463590425431e-184,0.406292112774722,0.384,0.05,5.71402530515737e-180,"Neuron","TUFM"
"UQCRC1",3.12419701600249e-184,0.384166166095962,0.362,0.045,6.82762015877185e-180,"Neuron","UQCRC1"
"PPP1CC",6.57667385636481e-184,0.391495252609446,0.389,0.052,1.43726630456996e-179,"Neuron","PPP1CC"
"ELAVL1.1",6.59935365663513e-184,0.358963826234983,0.466,0.072,1.44222274812104e-179,"Neuron","ELAVL1"
"MICOS13",7.75598225823254e-184,0.472691580992105,0.316,0.035,1.69499236271414e-179,"Neuron","MICOS13"
"TF",1.02042074161684e-183,0.423667791076364,0.457,0.069,2.23002748872943e-179,"Neuron","TF"
"CLPP",1.21314640267843e-183,0.432687678488902,0.373,0.048,2.65121014841344e-179,"Neuron","CLPP"
"ACADVL.1",1.89818998603039e-183,0.261742681871847,0.565,0.1,4.14830439547081e-179,"Neuron","ACADVL"
"PTPN14.1",2.644604010645e-183,0.630955189518076,0.453,0.069,5.77951760486358e-179,"Neuron","PTPN14"
"DISP2",3.65686056067073e-183,0.59974576093781,0.307,0.033,7.99170306928981e-179,"Neuron","DISP2"
"SKAP2",3.70586097149325e-183,0.400055675498389,0.311,0.033,8.09878856710135e-179,"Neuron","SKAP2"
"SRSF9.1",4.44219213837873e-183,0.25819173963121,0.55,0.097,9.70796669921287e-179,"Neuron","SRSF9"
"ZNF331.1",5.47258474097197e-183,0.617209102589343,0.355,0.043,1.19597866929201e-178,"Neuron","ZNF331"
"NHP2.1",7.50636577486601e-183,0.34741273400921,0.464,0.072,1.64044117643922e-178,"Neuron","NHP2"
"NMNAT3.1",8.51174114663894e-183,0.624466785498479,0.375,0.049,1.86015591018647e-178,"Neuron","NMNAT3"
"KCNMB2-AS1",9.2203134445723e-183,0.432939322810246,0.249,0.021,2.01500730017683e-178,"Neuron","KCNMB2-AS1"
"DDOST.1",1.04114474561545e-182,0.251009513222627,0.62,0.118,2.27531772706799e-178,"Neuron","DDOST"
"AL096700.1.1",1.19865994512458e-182,0.802672461363062,0.43,0.063,2.61955144407526e-178,"Neuron","AL096700.1"
"EIF1B",1.59265088426292e-182,0.475644531998165,0.316,0.035,3.48057924246819e-178,"Neuron","EIF1B"
"SLC35F5",1.74125844989327e-182,0.387343076638156,0.347,0.042,3.80534621639675e-178,"Neuron","SLC35F5"
"TRAPPC1.1",1.85419013477489e-182,0.299010885327258,0.464,0.071,4.05214712053705e-178,"Neuron","TRAPPC1"
"KPNA5",2.69320519286214e-182,0.697384531767373,0.389,0.054,5.88573062848093e-178,"Neuron","KPNA5"
"PSMA1.1",3.22697539798396e-182,0.45315286669898,0.375,0.049,7.05223203475415e-178,"Neuron","PSMA1"
"ASH1L",3.89840777537851e-182,0.270328260470507,0.344,0.041,8.51958035231219e-178,"Neuron","ASH1L"
"AC245060.6",5.23442430815847e-182,0.529156992719477,0.278,0.027,1.14393108830495e-177,"Neuron","AC245060.6"
"LINC00476.1",9.65942315254486e-182,0.535789565385316,0.413,0.058,2.11097033575715e-177,"Neuron","LINC00476"
"NOMO1.1",1.04844569674788e-181,0.428741460699934,0.514,0.086,2.29127322567282e-177,"Neuron","NOMO1"
"AL022322.2.5",1.35556913105999e-181,1.44477273428698,0.669,0.178,2.96246077901851e-177,"Neuron","AL022322.2"
"LYRM7.1",1.5686825259053e-181,0.455571570750248,0.347,0.042,3.42819879211344e-177,"Neuron","LYRM7"
"LINC00299.1",1.76433359263633e-181,0.364126182871864,0.355,0.043,3.85577463334745e-177,"Neuron","LINC00299"
"SURF4.5",2.04767553418133e-181,0.251426171372924,0.702,0.143,4.47499011239988e-177,"Neuron","SURF4"
"EEF1E1",4.43853191588897e-181,0.368885320688974,0.276,0.026,9.69996764898376e-177,"Neuron","EEF1E1"
"NGRN.3",6.64421898221943e-181,0.305572018769423,0.523,0.089,1.45202761637423e-176,"Neuron","NGRN"
"ADGRV1",7.92319444793013e-181,0.435541088875459,0.258,0.023,1.73153491465065e-176,"Neuron","ADGRV1"
"FAM83F",8.11201627713819e-181,0.333122187465381,0.199,0.013,1.77280003720578e-176,"Neuron","FAM83F"
"GRIA3",1.32812809170727e-180,0.270365119764917,0.194,0.012,2.90249113161708e-176,"Neuron","GRIA3"
"CYC1",1.5063183020078e-180,0.350200915712382,0.4,0.055,3.29190801720786e-176,"Neuron","CYC1"
"EMC7",1.6252278102704e-180,0.279130612041605,0.371,0.048,3.55177285656493e-176,"Neuron","EMC7"
"RAD23B",1.62757826064744e-180,0.28619537347547,0.477,0.076,3.55690953081891e-176,"Neuron","RAD23B"
"KL",1.90192288988598e-180,0.364563493976365,0.194,0.012,4.15646228355682e-176,"Neuron","KL"
"VPS26B",1.91686864749261e-180,0.305694236028116,0.327,0.037,4.18912474223035e-176,"Neuron","VPS26B"
"GABPB1-AS1.4",2.18350189842107e-180,0.91706605120997,0.589,0.132,4.7718250488094e-176,"Neuron","GABPB1-AS1"
"APH1B",2.92974435151972e-180,0.337913388268167,0.267,0.025,6.4026633058112e-176,"Neuron","APH1B"
"BCR",2.98612871921552e-180,0.398054680295498,0.219,0.016,6.52588570297359e-176,"Neuron","BCR"
"AATK.1",2.98982906831882e-180,0.359794012986067,0.336,0.039,6.53397244590394e-176,"Neuron","AATK"
"PCM1.1",3.17578073367622e-180,0.427699917131945,0.455,0.07,6.94035121537601e-176,"Neuron","PCM1"
"FBXO27.1",5.5029293717791e-180,0.429685819464277,0.278,0.027,1.2026101849086e-175,"Neuron","FBXO27"
"AC092933.1.1",7.23219009832561e-180,0.584947453548032,0.342,0.041,1.58052282408808e-175,"Neuron","AC092933.1"
"RHEB",8.93229933980333e-180,0.330933189234115,0.461,0.072,1.95206469772062e-175,"Neuron","RHEB"
"TMEM178B",1.1178064360056e-179,0.314208503250367,0.212,0.015,2.44285418524663e-175,"Neuron","TMEM178B"
"STAG2.3",1.18039065731573e-179,0.472563213268469,0.751,0.161,2.57962574249779e-175,"Neuron","STAG2"
"KRT10.1",1.58119175248538e-179,0.330804286899696,0.464,0.072,3.45553645588155e-175,"Neuron","KRT10"
"SSTR3",1.87534373228871e-179,0.338961034778012,0.238,0.02,4.09837619254374e-175,"Neuron","SSTR3"
"CLTA.1",3.20090194699924e-179,0.406970558320515,0.49,0.08,6.99525111497214e-175,"Neuron","CLTA"
"ARFIP2",3.35456002545954e-179,0.391852364288727,0.362,0.046,7.33105547963927e-175,"Neuron","ARFIP2"
"AC090994.1",3.56686433603955e-179,0.29640034093454,0.322,0.036,7.79502531998084e-175,"Neuron","AC090994.1"
"SMYD3",3.98916030140513e-179,0.348576478515823,0.163,0.008,8.71791092269077e-175,"Neuron","SMYD3"
"SRP19.1",4.54025300039195e-179,0.546664680287554,0.426,0.064,9.92226890705656e-175,"Neuron","SRP19"
"ZBTB7A",5.66280925900227e-179,0.381996743671344,0.426,0.062,1.23755033546236e-174,"Neuron","ZBTB7A"
"SPATA5.2",7.17307754383396e-179,0.654039875814594,0.457,0.073,1.56760436642947e-174,"Neuron","SPATA5"
"IDS.5",7.26148340351858e-179,0.656780435906218,0.892,0.217,1.58692458300495e-174,"Neuron","IDS"
"UBE2M",1.20252244824951e-178,0.459943856580122,0.302,0.033,2.62799255840447e-174,"Neuron","UBE2M"
"ARPC1A",1.40722950585978e-178,0.272696360373894,0.468,0.074,3.07535936210597e-174,"Neuron","ARPC1A"
"WBP11",1.80637283048116e-178,0.345846685773388,0.353,0.044,3.94764718373353e-174,"Neuron","WBP11"
"HADHA",3.04303823976577e-178,0.425771243188767,0.461,0.073,6.65025576918412e-174,"Neuron","HADHA"
"CALR.2",4.50343907849271e-178,0.467287547831237,0.826,0.183,9.84181576213797e-174,"Neuron","CALR"
"GPR155",4.65529581356418e-178,0.469648538920061,0.289,0.03,1.01736834709632e-173,"Neuron","GPR155"
"PRDX5.3",7.84339147965932e-178,0.263772336566039,0.523,0.09,1.71409477396475e-173,"Neuron","PRDX5"
"NEUROD1.5",1.22077873076427e-177,0.371108521807391,0.62,0.116,2.66788983821223e-173,"Neuron","NEUROD1"
"LSM4",1.25432965854511e-177,0.330492372736122,0.325,0.037,2.74121203578449e-173,"Neuron","LSM4"
"PDIA3.3",1.29847757805243e-177,0.492049815148015,0.885,0.212,2.83769289907578e-173,"Neuron","PDIA3"
"HSD17B14.1",1.34163540378238e-177,0.268444821519108,0.342,0.041,2.93201001142601e-173,"Neuron","HSD17B14"
"BNIP3L.2",2.35514286931008e-177,0.304463334956926,0.492,0.081,5.14692922659024e-173,"Neuron","BNIP3L"
"KREMEN1.1",5.37587685463133e-177,0.494618017331447,0.309,0.034,1.17484412781113e-172,"Neuron","KREMEN1"
"UBE2V2.1",6.91058614487263e-177,0.498874600938054,0.444,0.068,1.51023949610047e-172,"Neuron","UBE2V2"
"GPR137B",7.9317264608324e-177,0.344749234318854,0.183,0.011,1.73339950075031e-172,"Neuron","GPR137B"
"DUSP3",1.00793548850297e-176,0.402494535698807,0.369,0.048,2.20274221657439e-172,"Neuron","DUSP3"
"RN7SL371P.1",1.12560158814116e-176,0.657493660587239,0.38,0.052,2.45988971072369e-172,"Neuron","RN7SL371P"
"MTND2P28.6",1.31455700281436e-176,0.534957117539169,0.872,0.2,2.87283287395049e-172,"Neuron","MTND2P28"
"NOL4.1",1.47687327920461e-176,0.280796886155956,0.338,0.04,3.22755886437375e-172,"Neuron","NOL4"
"PCBP1-AS1.1",2.23190893768063e-176,0.753467317385927,0.404,0.059,4.87761379240724e-172,"Neuron","PCBP1-AS1"
"PPP1R3B",2.37946269104206e-176,0.531631153938818,0.311,0.035,5.20007776500331e-172,"Neuron","PPP1R3B"
"APP.4",2.94275485178129e-176,0.325281936568099,0.808,0.18,6.43109645308283e-172,"Neuron","APP"
"KMT2E",3.2126185011988e-176,0.29439388443983,0.402,0.057,7.02085647251986e-172,"Neuron","KMT2E"
"CFC1.7",4.73922790938355e-176,1.6823415192426,0.958,0.306,1.03571086731668e-171,"Neuron","CFC1"
"DCAF10.1",5.38498901882146e-176,0.416876033366008,0.38,0.051,1.17683550017324e-171,"Neuron","DCAF10"
"FAM227A.1",5.4421016535618e-176,0.643058689791032,0.3,0.033,1.18931689536939e-171,"Neuron","FAM227A"
"PRKAG2-AS1",6.12683523550294e-176,0.308230503512765,0.208,0.015,1.33895857236681e-171,"Neuron","PRKAG2-AS1"
"HIP1.1",8.38923384370032e-176,0.478984694549198,0.404,0.058,1.83338316420227e-171,"Neuron","HIP1"
"AC134407.2.1",9.48076486334971e-176,0.667782800370749,0.382,0.054,2.07192635323645e-171,"Neuron","AC134407.2"
"COMMD6.1",9.89891615611198e-176,0.413602174413528,0.391,0.054,2.16330913675671e-171,"Neuron","COMMD6"
"EIF4A3.1",1.1539534950571e-175,0.270087747573756,0.386,0.053,2.52184996809779e-171,"Neuron","EIF4A3"
"P3H3",1.54877835751641e-175,0.604343002689775,0.358,0.046,3.38470022251637e-171,"Neuron","P3H3"
"MANEAL",1.79179913754703e-175,0.296582917133926,0.256,0.023,3.91579783519529e-171,"Neuron","MANEAL"
"MYL6B.1",2.58891840158402e-175,0.43911942469199,0.333,0.04,5.65782227482173e-171,"Neuron","MYL6B"
"SEPTIN7",3.79975406495208e-175,0.382164284489644,0.4,0.057,8.30398253354627e-171,"Neuron","SEPTIN7"
"UQCRFS1",4.29052979388596e-175,0.551030747783503,0.344,0.043,9.37652381155837e-171,"Neuron","UQCRFS1"
"UGGT1.1",4.68449846811487e-175,0.478312409956806,0.437,0.068,1.02375029522182e-170,"Neuron","UGGT1"
"KLHL41",6.62602021278622e-175,0.497931361773105,0.227,0.018,1.4480504573023e-170,"Neuron","KLHL41"
"SCAF11.1",7.9957559371379e-175,0.371155228641201,0.424,0.063,1.74739250250212e-170,"Neuron","SCAF11"
"RBM23",8.4687974123827e-175,0.362365709512475,0.422,0.063,1.85077098650212e-170,"Neuron","RBM23"
"PAM.7",1.18656441819441e-174,0.789135209287359,0.932,0.227,2.59311787952207e-170,"Neuron","PAM"
"CASC15.1",1.19607925974293e-174,0.611959079171693,0.362,0.048,2.6139116142422e-170,"Neuron","CASC15"
"NDUFV3.1",1.61957698515295e-174,0.534534187881237,0.415,0.062,3.53942354335325e-170,"Neuron","NDUFV3"
"TPR.1",2.15323517719792e-174,0.536958646965139,0.4,0.058,4.70568015624834e-170,"Neuron","TPR"
"SEPTIN6",2.37392724470068e-174,0.386891777414118,0.223,0.018,5.18798060056887e-170,"Neuron","SEPTIN6"
"DCAF7",2.79579229697131e-174,0.448613177489696,0.437,0.067,6.10992448580109e-170,"Neuron","DCAF7"
"RPS27.5",3.4014253534892e-174,0.943348882347937,0.951,0.271,7.43347496751529e-170,"Neuron","RPS27"
"TYW5.3",4.10507320144376e-174,0.84196041805547,0.585,0.117,8.9712269744352e-170,"Neuron","TYW5"
"TENT5C",5.08594144919644e-174,0.295454245152569,0.287,0.03,1.11148164430739e-169,"Neuron","TENT5C"
"FAAP20",5.23254310407003e-174,0.330461747902151,0.373,0.05,1.14351996996347e-169,"Neuron","FAAP20"
"HNF1A-AS1",5.96265499492662e-174,0.307824633269539,0.194,0.013,1.30307862259126e-169,"Neuron","HNF1A-AS1"
"HLA-B.5",6.73174574389997e-174,1.09324164270985,0.969,0.26,1.4711557148719e-169,"Neuron","HLA-B"
"RAB4B",7.96884439416135e-174,0.34309979936624,0.336,0.041,1.74151125390002e-169,"Neuron","RAB4B"
"HMGB3",1.14535550212122e-173,0.414118457298973,0.245,0.021,2.5030599143357e-169,"Neuron","HMGB3"
"SCAMP1",1.34334720912849e-173,0.368424303407886,0.358,0.046,2.9357509908294e-169,"Neuron","SCAMP1"
"TIMM50.1",1.51183585356474e-173,0.518897731569704,0.36,0.047,3.30396607438037e-169,"Neuron","TIMM50"
"C2CD4A.5",1.91879996705718e-173,0.480485333842919,0.592,0.11,4.19334544800677e-169,"Neuron","C2CD4A"
"SLC16A10.4",2.34524869657624e-173,1.09516070405186,0.481,0.086,5.12530650149772e-169,"Neuron","SLC16A10"
"VDAC2.2",3.10191384332951e-173,0.32245075785971,0.499,0.084,6.77892251321231e-169,"Neuron","VDAC2"
"ATRX",4.16970727783261e-173,0.316409272295972,0.435,0.067,9.11247828497539e-169,"Neuron","ATRX"
"USP27X",6.72998584186452e-173,0.272636083128876,0.183,0.011,1.47077110588107e-168,"Neuron","USP27X"
"CNBP",7.83883906438803e-173,0.419506442527863,0.402,0.058,1.71309988913136e-168,"Neuron","CNBP"
"CYP20A1.1",8.03844551112014e-173,0.662992479480561,0.406,0.061,1.7567218820002e-168,"Neuron","CYP20A1"
"SEC31A.1",1.18030340625241e-172,0.349399420968867,0.444,0.069,2.57943506402401e-168,"Neuron","SEC31A"
"SUGP2.1",1.47608520021933e-172,0.424280051653277,0.34,0.042,3.22583659655933e-168,"Neuron","SUGP2"
"CENPK.1",3.02909792446305e-172,0.448460727686545,0.249,0.023,6.61979060412156e-168,"Neuron","CENPK"
"SCFD1.1",4.60613993877222e-172,0.351233192490656,0.325,0.039,1.00662582221928e-167,"Neuron","SCFD1"
"NOP53.4",6.45779248628201e-172,0.343887023037699,0.572,0.107,1.41128596995207e-167,"Neuron","NOP53"
"HNRNPA1.3",8.79366032932213e-172,0.607542795136276,0.841,0.198,1.92176652837006e-167,"Neuron","HNRNPA1"
"HSPA8.4",1.06262039945828e-171,0.436250416463721,0.762,0.17,2.32225062097612e-167,"Neuron","HSPA8"
"ZNF234.1",1.17914295087262e-171,0.521112839026979,0.291,0.032,2.57689900483702e-167,"Neuron","ZNF234"
"TMEM230.1",1.53287120940123e-171,0.420837829091662,0.349,0.045,3.34993674102545e-167,"Neuron","TMEM230"
"AP3S2",2.38855401863162e-171,0.362778452596261,0.313,0.036,5.21994595231754e-167,"Neuron","AP3S2"
"MOCOS.1",3.63449153102218e-171,0.428132946197139,0.267,0.026,7.94281779189587e-167,"Neuron","MOCOS"
"BPTF",5.77260133248055e-171,0.348184809724545,0.397,0.057,1.2615442952003e-166,"Neuron","BPTF"
"AGO3.3",5.90598794278065e-171,0.730347034272432,0.488,0.088,1.29069460501528e-166,"Neuron","AGO3"
"RCN1",7.63126240837253e-171,0.312444106327054,0.329,0.04,1.66773608672573e-166,"Neuron","RCN1"
"RPL38.3",9.39260228848291e-171,0.643900869318192,0.925,0.226,2.05265930412506e-166,"Neuron","RPL38"
"RACK1.3",1.21411480275828e-170,0.722109457295255,0.925,0.226,2.65332648994794e-166,"Neuron","RACK1"
"GM2A",1.85231984855041e-170,0.318768207479425,0.3,0.033,4.04805979702206e-166,"Neuron","GM2A"
"RAB29",1.88946270540096e-170,0.396958773677373,0.307,0.035,4.12923179638327e-166,"Neuron","RAB29"
"LINC00954",2.33842971645854e-170,0.392743875902241,0.256,0.024,5.11040430234849e-166,"Neuron","LINC00954"
"MIRLET7BHG.1",2.58098546109516e-170,0.882701900342697,0.43,0.069,5.64048562667736e-166,"Neuron","MIRLET7BHG"
"FADS1",2.61114073416751e-170,0.250163516335094,0.34,0.042,5.70638696044968e-166,"Neuron","FADS1"
"GTF2IRD2.1",3.3879490766595e-170,0.483870727735423,0.338,0.042,7.40402391213166e-166,"Neuron","GTF2IRD2"
"CRYBB2P1.1",3.58369484962723e-170,0.478421864041707,0.358,0.047,7.83180672437534e-166,"Neuron","CRYBB2P1"
"BLOC1S6",6.72543918721757e-170,0.436373391623554,0.402,0.06,1.46977747997453e-165,"Neuron","BLOC1S6"
"CCDC142.3",8.71128887198141e-170,0.872355439248739,0.578,0.121,1.90376507008282e-165,"Neuron","CCDC142"
"PIGX.3",9.63799858538128e-170,0.851105513707529,0.565,0.112,2.10628821084922e-165,"Neuron","PIGX"
"WASHC4",1.12966718079779e-169,0.527605782339473,0.289,0.032,2.46877465691548e-165,"Neuron","WASHC4"
"MRPL33.1",1.22583425968698e-169,0.317695366808906,0.371,0.05,2.67893819111992e-165,"Neuron","MRPL33"
"LAMTOR5",1.2469513841722e-169,0.280755492756661,0.433,0.067,2.72508755496993e-165,"Neuron","LAMTOR5"
"PIN1",1.51845235055171e-169,0.360166078170906,0.287,0.031,3.3184257668957e-165,"Neuron","PIN1"
"ZNF844.2",1.55252764734912e-169,0.777331720404326,0.475,0.082,3.39289392051678e-165,"Neuron","ZNF844"
"ACP1",1.78848424458354e-169,0.358976092831053,0.382,0.054,3.90855346811287e-165,"Neuron","ACP1"
"AC245452.1",2.49194809368678e-169,0.437572983174724,0.234,0.02,5.44590336394309e-165,"Neuron","AC245452.1"
"JPX.1",2.88648770549163e-169,0.551338676442046,0.382,0.055,6.30813023158141e-165,"Neuron","JPX"
"YY1",4.90727360371748e-169,0.379707527457916,0.38,0.053,1.07243557335642e-164,"Neuron","YY1"
"AIG1",5.68864041079235e-169,0.367008660870445,0.36,0.048,1.24319547537456e-164,"Neuron","AIG1"
"AC016813.2.1",6.03357218533031e-169,0.379394097813366,0.256,0.024,1.31857686538209e-164,"Neuron","AC016813.2"
"FBXO17",6.27312744116549e-169,0.402226193871598,0.291,0.031,1.37092927099231e-164,"Neuron","FBXO17"
"RPS3A.6",7.88135171856333e-169,1.30531805791632,0.971,0.348,1.72239060457483e-164,"Neuron","RPS3A"
"GNAQ",8.39753584385645e-169,0.26593097922657,0.34,0.043,1.83519748331639e-164,"Neuron","GNAQ"
"RXRA",8.70144830375796e-169,0.378137186700272,0.289,0.031,1.90161451230327e-164,"Neuron","RXRA"
"ZNF580",9.37206515989985e-169,0.423288196359088,0.302,0.035,2.04817112004451e-164,"Neuron","ZNF580"
"CASK",9.59324212335229e-169,0.377202025474368,0.336,0.042,2.09650713363741e-164,"Neuron","CASK"
"CCDC107",1.59083916030591e-168,0.314828047904672,0.291,0.032,3.47661990093253e-164,"Neuron","CCDC107"
"COA4",2.08441474770489e-168,0.307261068486291,0.336,0.042,4.55527998963426e-164,"Neuron","COA4"
"VIM.4",2.10106498257613e-168,0.904982754508857,0.567,0.105,4.59166741292187e-164,"Neuron","VIM"
"EIF4A1.2",2.20239497455514e-168,0.253909064465663,0.631,0.127,4.81311397739279e-164,"Neuron","EIF4A1"
"YWHAE.1",2.38354944876296e-168,0.323279754613504,0.861,0.207,5.20900896532656e-164,"Neuron","YWHAE"
"SLC4A1.1",2.48638972706926e-168,0.482038813260678,0.291,0.032,5.43375610953716e-164,"Neuron","SLC4A1"
"OGFOD3",3.30358836825637e-168,0.327505915886875,0.258,0.025,7.21966201998748e-164,"Neuron","OGFOD3"
"AC087894.3",4.02345663644801e-168,0.392101015352951,0.214,0.017,8.79286213329347e-164,"Neuron","AC087894.3"
"TDP2",4.34718030561454e-168,0.377017155448773,0.249,0.023,9.50032783989001e-164,"Neuron","TDP2"
"ADAR",4.7593342402241e-168,0.450807681547078,0.442,0.072,1.04010490485857e-163,"Neuron","ADAR"
"IQSEC3",5.42311012983424e-168,0.281434875174816,0.139,0.006,1.18516648777397e-163,"Neuron","IQSEC3"
"PRSS3",5.47839963909572e-168,0.331980124226478,0.287,0.03,1.19724945712798e-163,"Neuron","PRSS3"
"RPL39.2",8.93299559370357e-168,0.389117329506949,0.892,0.214,1.95221685704798e-163,"Neuron","RPL39"
"PSMA2",9.9947759506824e-168,0.546337216351596,0.406,0.062,2.18425833626213e-163,"Neuron","PSMA2"
"ETFDH",1.07755656457239e-167,0.436853200037344,0.252,0.024,2.3548921162165e-163,"Neuron","ETFDH"
"ITPK1",1.16796449308487e-167,0.263580475304731,0.373,0.051,2.55246960318767e-163,"Neuron","ITPK1"
"AL157838.1.1",1.46389056573214e-167,0.398186489815988,0.325,0.039,3.19918644235103e-163,"Neuron","AL157838.1"
"SAMD5",2.07494156797585e-167,0.423879164877295,0.254,0.024,4.53457730265442e-163,"Neuron","SAMD5"
"GLB1",2.1706823158841e-167,0.338128008866538,0.294,0.033,4.74380913313311e-163,"Neuron","GLB1"
